Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Class
BMW,3-Series 320d Luxury Line,1550000,2013,104264,Diesel,Automatic,Hyderabad,Red,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57,Second
Mercedes-Benz,E-Class E 200,2400000,2016,61159,Petrol,Automatic,Mumbai,Black,Individual,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4879,1854,1474,5,80,Second
Honda,City VX (O) MT,595000,2015,72000,Petrol,Manual,Meerut,Brown,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Land Rover,Evoque SE,3450000,2016,29000,Diesel,Automatic,Delhi,Blue,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4465,1900,1635,5,57,First
Honda,WR-V VX MT Petrol,819999,2018,42000,Petrol,Manual,Chennai,Maroon,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999,1734,1601,5,40,First
Audi,Q5 2.0 TDI quattro Premium Plus,1490000,2012,40000,Diesel,Automatic,Raipur,Black,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629,1898,1653,5,75,First
Mahindra,XUV300 1.5 W6 [2019-2020],950000,2020,57400,Diesel,Manual,Agra,White,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995,1821,1627,5,42,First
Jaguar,XF Prestige Diesel CBU,3750000,2019,13500,Diesel,Automatic,Delhi,Silver,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,5067,2091,1457,5,66,Second
Mercedes-Benz,C-Class C200 Progressive,4950000,2021,12400,Petrol,Automatic,Pune,Blue,Individual,1991 cc,201 bhp @ 5800 rpm,300 Nm @ 1200 rpm,RWD,4686,1810,1442,5,66,First
Jeep,Compass Model S (O) Diesel 4x4 AT,2950000,2021,38000,Diesel,Automatic,Pune,White,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4405,1818,1640,5,60,First
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1625000,2019,7000,Petrol,Automatic,Pune,Red,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655,1835,1760,5,60,First
Toyota,Fortuner 3.0 4x4 MT,1290000,2012,121000,Diesel,Manual,Ludhiana,Gold,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80,Second
Toyota,Etios Liva GD,625000,2015,76000,Diesel,Manual,Pune,White,Individual,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD,3775,1695,1510,5,45,First
Mahindra,XUV500 W10,1490000,2018,50000,Diesel,Manual,Chennai,Maroon,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,First
Hyundai,i10 Asta 1.2 AT with Sunroof,325000,2013,46721,Petrol,Automatic,Thane,Silver,Individual,1197 cc,80@5200,111@4000,FWD,3565,1595,1550,5,35,Second
Mahindra,XUV500 W10 AT,1190000,2017,41470,Diesel,Automatic,Delhi,Black,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,First
Mahindra,Scorpio VLX 2WD Airbag BS-IV,625000,2013,170000,Diesel,Manual,Salem,White,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60,Third
Land Rover,Range Rover Sport SDV6 HSE,5375000,2014,80000,Diesel,Automatic,Delhi,White,Individual,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4879,2073,1780,5,77,Second
Honda,City ZX CVT Petrol [2017-2019],1138000,2018,6000,Petrol,Automatic,Mumbai,Silver,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Audi,A4 1.8 TFSI Multitronic Premium Plus,4250000,2021,17000,Petrol,Automatic,Mumbai,White,Individual,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD,4701,1826,1427,5,63,First
Honda,Brio S MT,365000,2014,31000,Petrol,Manual,Kharar,White,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35,First
Chevrolet,Cruze LTZ AT,475000,2014,73265,Diesel,Automatic,Delhi,White,Individual,1998 cc,164 bhp @ 3800 rpm,380 Nm @ 2000 rpm,FWD,4597,1788,1477,5,60,Second
Hyundai,Creta SX 1.6 CRDi,1225000,2019,47000,Diesel,Manual,Jalandhar,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55,First
Maruti Suzuki,Ertiga VDI SHVS,725000,2017,42000,Diesel,Manual,Delhi,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45,First
Mercedes-Benz,GLA 200 CDI Sport,2450000,2017,25000,Diesel,Automatic,Mumbai,White,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417,1804,1494,5,50,Second
Hyundai,Sonata 2.0 CRDi,225000,2009,140000,Diesel,Manual,Yamunanagar,Silver,Individual,1991 cc,142@4000,323@2000,FWD,4800,1832,1485,5,70,Third
Maruti Suzuki,DZire VXi AMT,695000,2018,68818,Petrol,Automatic,Mumbai,Silver,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995,1735,1515,5,37,First
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2200000,2018,57000,Diesel,Automatic,Pune,Grey,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55,First
Honda,Amaze 1.5 VX CVT Diesel,950000,2020,39000,Diesel,Automatic,Ludhiana,White,Individual,1498 cc,79 bhp @ 3600 rpm,160 Nm @ 1750 rpm,FWD,3995,1695,1501,5,35,First
Toyota,Innova ZX 2.7 AT 7 STR,2598000,2022,12050,Petrol,Automatic,Delhi,Black,Individual,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD,4735,1830,1795,7,65,First
Honda,Jazz VX Petrol,585000,2017,24100,Petrol,Manual,Mumbai,Silver,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,First
Ford,Aspire Titanium 1.2 Ti-VCT,434999,2017,23000,Petrol,Manual,Delhi,White,Individual,1196 cc,87 bhp @ 6300 rpm,112 Nm @ 4000 rpm,FWD,3995,1695,1525,5,42,First
Maruti Suzuki,Swift VDi,295000,2009,185000,Diesel,Manual,Coimbatore,Grey,Individual,1248 cc,75@4000,190@2000,FWD,3760,1690,1530,5,43,First
Maruti Suzuki,Ciaz Delta 1.5 Diesel,910000,2019,76000,Diesel,Manual,Hyderabad,White,Individual,1498 cc,94 bhp @ 4000 rpm,225 Nm @ 1500 rpm,FWD,4490,1730,1485,5,43,First
Maruti Suzuki,Celerio VXi,565000,2020,47000,Petrol,Manual,Hyderabad,White,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,First
Toyota,Urban Cruiser Premium Grade AT,1050000,2021,1910,Petrol,Automatic,Varanasi,White,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995,1790,1640,5,48,First
Hyundai,Creta E Plus 1.4 CRDI,990000,2019,23000,Diesel,Manual,Ahmedabad,Orange,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270,1780,1630,5,60,First
Audi,A3 35 TDI Premium Plus,2590000,2020,36978,Diesel,Automatic,Chandigarh,Blue,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,Second
Mahindra,XUV500 W8 AWD [2015-2017],1000000,2016,33000,Diesel,Manual,Rudrapur,White,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,AWD,4585,1890,1785,7,70,First
Hyundai,i10 1.1L iRDE ERA Special Edition,254999,2012,18954,Petrol,Manual,Patna,White,Individual,1086 cc,68 bhp @ 5500 rpm,99.081 Nm @ 4500 rpm,FWD,3585,1595,1550,5,35,First
Hyundai,Verna Fluidic 1.6 VTVT SX AT,598000,2015,58200,Petrol,Automatic,Navi Mumbai,Silver,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,First
Mahindra,Bolero Power Plus ZLX [2016-2019],850000,2018,83000,Diesel,Manual,Jalandhar,White,Individual,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,3995,1745,1880,7,,First
Hyundai,Elite i20 Asta 1.4 (O) CRDi,560000,2016,80000,Diesel,Manual,Ambala Cantt,White,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,40,Second
Audi,A4 2.0 TDI (177bhp) Premium,975000,2011,75000,Diesel,Automatic,Lucknow,Silver,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,First
Audi,A3 35 TDI Premium,2600000,2017,64000,Diesel,Automatic,Chennai,Blue,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,First
Skoda,Rapid Ambition 1.6 TDI CR MT,745000,2016,117048,Diesel,Manual,Hyderabad,Silver,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386,1699,1466,5,55,First
Hyundai,Grand i10 Asta 1.2 Kappa VTVT,495000,2017,47000,Petrol,Manual,Delhi,Silver,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Audi,A3 40 TFSI Premium Plus + sunroof,2450000,2018,43290,Petrol,Automatic,Pune,Blue,Individual,1798 cc,178 bhp @ 5100 rpm,250 Nm @ 150 rpm,FWD,4456,1796,1416,5,50,First
Honda,Brio E MT,250000,2013,70000,Petrol,Manual,Dehradun,Grey,Individual,,,,,,,,,,First
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2850000,2016,7000,Diesel,Automatic,Delhi,White,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD,4686,1810,1442,5,66,First
Mahindra,Scorpio S10,925000,2016,150000,Diesel,Manual,Lucknow,White,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,First
Toyota,Fortuner 3.0 4x2 AT,1075000,2013,125000,Diesel,Automatic,Delhi,White,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,First
Mercedes-Benz,E-Class E 350 d Exclusive [2017-2019],6225000,2019,42079,Diesel,Automatic,Pune,Silver,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,First
Jaguar,XF 3.0 V6 Premium Luxury,2650000,2015,62645,Diesel,Automatic,Hyderabad,Bronze,Individual,,,,,,,,,,First
Audi,A6 2.0 TDI Premium,1500000,2014,69000,Diesel,Automatic,Mohali,Blue,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65,First
Jaguar,XF R 5.0 V8 Supercharged,2800000,2011,70662,Petrol,Automatic,Pune,Grey,Individual,,,,,,,,,,Second
Mitsubishi,Pajero SFX 2.8,625000,2011,40000,Diesel,Manual,Mirzapur,White,Individual,2835 cc,118 bhp @ 4000 rpm,292 Nm @ 2000 rpm,AWD,4755,1775,1900,5,92,Second
Toyota,Etios G,325000,2011,101347,Petrol,Manual,Pune,Red,Individual,1496 cc,90 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265,1695,1510,5,45,Third
Mahindra,Marazzo M6 Plus 8 STR,1485000,2021,36700,Diesel,Manual,Chennai,White,Individual,1497 cc,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,4585,1866,1774,8,45,First
Audi,A6 3.0 TDI quattro Premium,1650000,2012,240000,Diesel,Automatic,Lucknow,White,Individual,2967 cc,245 bhp @ 4000 rpm,500 Nm @ 1400 rpm,AWD,4915,1874,1455,5,75,First
Audi,A3 35 TDI Premium,1800000,2014,76529,Diesel,Automatic,Pune,Blue,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,First
Toyota,Innova 2.5 VX 7 STR BS-III,1290000,2014,85000,Diesel,Manual,Bangalore,Silver,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585,1760,1760,7,55,Second
Nissan,Terrano XL D Plus,600000,2016,99000,Diesel,Manual,Chennai,White,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50,First
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],436000,2014,37959,Petrol,Automatic,Delhi,White,Individual,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,Second
Toyota,Fortuner 2.8 4x4 AT [2016-2020],4300000,2021,60000,Diesel,Automatic,Chandigarh,White,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,4795,1855,1835,7,80,First
Datsun,Go T (O),270000,2017,27000,Petrol,Manual,Lucknow,Silver,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35,First
Chevrolet,Cruze LTZ,320000,2011,75000,Diesel,Manual,Kanpur,Purple,Individual,1991 cc,150@4000,327@2600,,4597,1788,1477,5,60,Second
Hyundai,Creta SX 1.4 Turbo 7 DCT,1911000,2022,1300,Petrol,Automatic,Delhi,Black,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,First
BMW,X5 xDrive30d xLine,8600000,2020,21696,Diesel,Automatic,Mumbai,Blue,Individual,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,AWD,4922,2004,1745,5,80,First
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3900000,2019,33000,Diesel,Automatic,Delhi,Beige,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,First
Volvo,V40 D3 R-Design,2000000,2016,6000,Diesel,Automatic,Mumbai,Red,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60,First
Hyundai,Santro Sportz AMT [2018-2020],465000,2019,19000,Petrol,Automatic,Kolkata,Gold,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35,First
Honda,City V,875000,2019,58618,Petrol,Manual,Pune,Grey,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
MINI,Cooper S,3200000,2017,10500,Petrol,Automatic,Mumbai,Black,Individual,1998 cc,189 bhp @,280 Nm @ 1250 rpm,,3850,1727,1414,4,44,First
Mahindra,TUV300 T6 Plus,850000,2019,85641,Diesel,Manual,Bhopal,White,Commercial Registration,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3995,1835,1839,7,60,First
Renault,Kwid 1.0 RXT AMT Opt,426999,2020,41669,Petrol,Automatic,Zirakpur,Others,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28,First
Mercedes-Benz,GLE 300d 4MATIC LWB,9200000,2022,10000,Diesel,Automatic,Delhi,Blue,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93,First
Hyundai,Creta 1.6 SX,1035000,2018,36000,Diesel,Manual,Patna,Grey,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Maruti Suzuki,DZire ZXi,695000,2018,31000,Petrol,Manual,Mumbai,Grey,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37,First
BMW,X1 sDrive20d xLine,3675000,2020,37180,Diesel,Automatic,Bangalore,White,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63,First
Mahindra,Thar LX 4-STR Hard Top Diesel AT,1700000,2021,14000,Diesel,Automatic,Yamunanagar,Black,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1844,4,57,First
Tata,Tiago Revotron XZ,449000,2018,53512,Petrol,Manual,Hyderabad,Orange,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746,1647,1535,5,35,Second
MG,Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,3950000,2021,40000,Diesel,Automatic,Delhi,Silver,Individual,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,4985,1926,1867,6,75,First
Hyundai,Elite i20 Sportz 1.4,565000,2015,65000,Diesel,Manual,Ludhiana,White,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45,Second
BMW,X1 sDrive20d xLine,3775000,2019,32963,Diesel,Automatic,Bangalore,Black,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63,First
Mercedes-Benz,E-Class E220 CDI Blue Efficiency,1275000,2012,101000,Diesel,Automatic,Surat,Brown,Individual,2143 cc,231 bhp @ 3000 rpm,400 Nm @ 2800 rpm,RWD,4868,1854,1470,5,80,Second
Renault,Kwid 1.0 RXT Edition,375000,2018,14000,Petrol,Manual,Mumbai,Green,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28,First
Maruti Suzuki,Vitara Brezza ZDi,949000,2018,50500,Diesel,Manual,Dharwad,Blue,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,First
Maruti Suzuki,Swift ZDi Plus,775000,2019,80849,Diesel,Manual,Hyderabad,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37,First
Audi,A6 2.0 TDI Premium Plus,1800000,2014,19868,Diesel,Automatic,Delhi,White,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65,First
Honda,City VX CVT,825000,2016,45000,Petrol,Automatic,Mumbai,White,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Hyundai,Santro Magna [2018-2020],509999,2019,30858,Petrol,Manual,Hyderabad,Silver,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35,First
Mahindra,Scorpio S11 2WD 7 STR,1350000,2018,56500,Diesel,Manual,Lucknow,Black,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60,First
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],650000,2020,37003,Petrol,Manual,Bangalore,Grey,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Honda,City ZX Diesel,1490000,2021,11000,Diesel,Manual,Lucknow,White,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440,1695,1495,5,40,First
Maruti Suzuki,Baleno Sigma 1.2,545000,2016,53000,Petrol,Manual,Jalandhar,White,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,First
BMW,3-Series 320d Luxury Line,2950000,2018,75000,Diesel,Automatic,Coimbatore,White,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57,First
Mercedes-Benz,E-Class E350 CDI Avantgarde,1150000,2010,120000,Diesel,Automatic,Pune,Silver,Individual,2987 cc,231@3800,540@1600,RWD,4868,1854,1471,5,80,First
Audi,Q3 2.0 TDI quattro Premium,1850000,2013,44087,Diesel,Automatic,Mumbai,White,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,First
BMW,X5 xDrive 30d,3995000,2016,39000,Diesel,Automatic,Mumbai,White,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,,First
Mercedes-Benz,E-Class E250 CDI Avantgarde,1750000,2014,59000,Diesel,Automatic,Delhi,Brown,Individual,2143 cc,204 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4879,1854,1474,5,80,First
Audi,Q7 45 TDI Premium Plus,5500000,2017,45000,Diesel,Automatic,Mumbai,White,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052,1968,1740,7,75,First
Nissan,Sunny XV Diesel,360000,2013,92000,Diesel,Manual,Lucknow,Grey,Individual,1461 cc,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41,Second
Ford,Ecosport Titanium 1.5L Ti-VCT,625000,2019,48422,Petrol,Manual,Kolkata,Blue,Individual,1497 cc,121 bhp @ 6500 rpm,150 Nm @ 4500 rpm,FWD,3998,1765,1647,5,52,First
BMW,3-Series 320d Luxury Line,4150000,2019,29000,Diesel,Automatic,Delhi,Blue,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57,First
Mahindra,Thar LX 4-STR Hard Top Diesel MT,1698999,2021,37500,Diesel,Manual,Dehradun,Brown,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1844,4,57,First
Maruti Suzuki,Baleno Delta 1.2,484999,2018,62000,Petrol,Manual,Faridabad,Silver,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,Second
Audi,A4 30 TFSI Premium Plus,4250000,2020,17000,Petrol,Automatic,Pune,White,Individual,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4726,1842,1427,5,54,First
Maruti Suzuki,Ertiga VXI CNG,800000,2017,76642,CNG,Manual,Mumbai,Silver,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45,First
Hyundai,Creta SX 1.6 (O) Petrol,1275000,2019,44000,Petrol,Manual,Delhi,Grey,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,First
Porsche,718 Boxster,9500000,2018,20000,Petrol,Automatic,Delhi,Yellow,Individual,1988 cc,295 bhp @ 6500 rpm,380 Nm @ 2150 rpm,RWD,4379,1801,1281,2,54,First
BMW,3-Series 320d Luxury Line,1375000,2013,102000,Diesel,Automatic,Bangalore,White,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57,Second
Hyundai,Creta SX 1.5 Diesel [2020-2022],1700000,2022,9000,Diesel,Manual,Raipur,Black,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,First
Mahindra,XUV500 W6 2013,500000,2013,135000,Diesel,Manual,Varanasi,Black,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585,1890,1785,7,70,First
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],6800000,2020,14500,Diesel,Automatic,Pune,Silver,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66,First
Maruti Suzuki,DZire VXi AMT,715000,2019,31552,Petrol,Automatic,Mumbai,Brown,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995,1735,1515,5,37,First
Maruti Suzuki,Wagon R VXI+ AMT,380000,2016,70000,Petrol,Automatic,Ahmedabad,Grey,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3636,1475,1670,5,35,First
Honda,Brio E MT,375000,2016,35134,Petrol,Manual,Delhi,Silver,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35,First
Land Rover,Range Rover Sport SDV6 SE,7200000,2016,45000,Diesel,Automatic,Bangalore,White,Individual,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4879,2073,1780,5,77,Third
Mercedes-Benz,GLE 300d 4MATIC LWB,8190000,2020,18000,Diesel,Automatic,Delhi,Bronze,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93,First
Maruti Suzuki,Swift ZXi AMT [2018-2019],695000,2018,8000,Petrol,Automatic,Mumbai,Blue,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840,1735,1530,5,37,First
Hyundai,Creta 1.6 SX (O),875000,2016,62125,Diesel,Manual,Patna,White,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Land Rover,Discovery Sport HSE Luxury,3500000,2016,78000,Diesel,Automatic,Pune,Red,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1690,7,65,First
Hyundai,i20 Active 1.2 SX,685000,2018,64300,Petrol,Manual,Pune,Brown,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,40,First
Tata,Safari XZ Plus,1875000,2021,28000,Diesel,Manual,Gorakhpur,White,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4661,1894,1786,7,50,First
Skoda,Octavia 1.8 TSI Ambition Plus AT,1685000,2017,28600,Petrol,Automatic,Mumbai,Grey,Individual,1798 cc,177 bhp @ 4500 rpm,250 Nm @ 1250 rpm,FWD,4659,1814,1476,5,50,First
Audi,A6 35 TDI Matrix,2550000,2015,69500,Diesel,Automatic,Chandigarh,White,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,Second
Hyundai,Creta SX 1.6 CRDI,869999,2017,70000,Diesel,Manual,Kanpur,White,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Mahindra,Thar CRDe 4x4 AC,875000,2018,24000,Diesel,Manual,Mumbai,White,Individual,2498 cc,105 bhp @ 3800 rpm,247 Nm @ 1800 rpm,AWD,3920,1726,1930,6,60,First
Audi,Q3 2.0 TDI quattro Premium,1390000,2012,69500,Diesel,Automatic,Ahmedabad,Blue,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,First
